u	q	r
22	33864	0.5
1552	33864	0.5
1112	33869	0.25
1979	33869	0.5
23007	33869	0.25
22	33880	0.3333333333333333
1552	33880	0.6666666666666666
671	33882	0.5
1492	33882	0.5
22	33883	0.4
1770	33883	0.2
3215	33883	0.2
2268	33883	0.2
144	33888	0.6666666666666666
653	33888	0.3333333333333333
3202	33889	0.5
2374	33889	0.5
1770	33890	0.3333333333333333
3497	33890	0.3333333333333333
2373	33890	0.3333333333333333
14	33891	0.4
198	33891	0.6
266	33902	0.5
1871	33902	0.5
3011	33903	0.25
3142	33903	0.5
1711	33903	0.25
113	33909	0.5
1711	33909	0.5
266	33911	0.5
1871	33911	0.5
212	33921	0.5
2302	33921	0.5
266	33929	1.0
3	33932	0.5
2317	33932	0.5
57	33933	0.36363636363636365
1711	33933	0.09090909090909091
2354	33933	0.45454545454545453
32882	33933	0.09090909090909091
1250	33936	0.3333333333333333
4341	33936	0.3333333333333333
1388	33936	0.3333333333333333
21	33937	0.5
1959	33937	0.5
18	33945	0.14285714285714285
57	33945	0.14285714285714285
164	33945	0.42857142857142855
253	33945	0.2857142857142857
266	33948	0.3333333333333333
1871	33948	0.6666666666666666
309	33955	0.16666666666666666
635	33955	0.3333333333333333
1492	33955	0.5
62	33957	0.25
82	33957	0.125
410	33957	0.625
635	33958	0.09090909090909091
1081	33958	0.18181818181818182
2254	33958	0.18181818181818182
3277	33958	0.2727272727272727
5313	33958	0.18181818181818182
2296	33958	0.09090909090909091
25	33959	0.2
127	33959	0.2
2017	33959	0.6
25	33966	0.25
116	33966	0.25
2377	33966	0.5
351	33974	0.25
701	33974	0.5
2367	33974	0.25
1770	33977	0.16666666666666666
1938	33977	0.16666666666666666
2564	33977	0.16666666666666666
15421	33977	0.16666666666666666
21316	33977	0.16666666666666666
1969	33977	0.16666666666666666
1770	33978	0.5
1969	33978	0.5
195	33981	0.2
635	33981	0.1
2378	33981	0.4
2958	33981	0.2
3666	33981	0.1
18	33985	0.5
159	33985	0.5
1112	33992	0.5
1871	33992	0.5
10	34006	0.3333333333333333
186	34006	0.6666666666666666
2345	34011	0.25
2474	34011	0.25
2564	34011	0.25
2380	34011	0.25
3	34012	0.16666666666666666
888	34012	0.3333333333333333
1955	34012	0.5
3904	34013	0.3333333333333333
4517	34013	0.3333333333333333
1588	34013	0.3333333333333333
1588	34016	0.5
2302	34016	0.5
137	34019	0.6666666666666666
2358	34019	0.3333333333333333
11	34020	0.2222222222222222
137	34020	0.7777777777777778
1588	34029	0.5
156	34029	0.5
141	34039	0.5454545454545454
246	34039	0.45454545454545453
3014	34040	0.5
2172	34040	0.5
3	34054	0.25
635	34054	0.25
907	34054	0.5
21	34055	0.25
635	34055	0.5
2383	34055	0.25
635	34064	0.3333333333333333
2107	34064	0.6666666666666666
653	34076	0.2
854	34076	0.2
2386	34076	0.4
2907	34076	0.2
84	34081	0.3333333333333333
2385	34081	0.5
4414	34081	0.16666666666666666
198	34091	0.25
2387	34091	0.5
29188	34091	0.25
736	34092	0.2857142857142857
1463	34092	0.2857142857142857
1686	34092	0.42857142857142855
635	34095	0.5
1501	34095	0.5
1955	34109	0.5
1982	34109	0.5
21	34111	0.5
2388	34111	0.5
418	34120	0.2
1973	34120	0.6
2806	34120	0.2
173	34125	0.25
2390	34125	0.75
1621	34132	0.5
2391	34132	0.5
653	34134	0.5
1686	34134	0.5
1686	34139	1.0
653	34141	0.25
1686	34141	0.5
8341	34141	0.25
14	34143	0.2857142857142857
1770	34143	0.14285714285714285
2091	34143	0.42857142857142855
2396	34143	0.14285714285714285
25	34153	0.2222222222222222
470	34153	0.1111111111111111
2394	34153	0.6666666666666666
186	34167	0.16666666666666666
1934	34167	0.16666666666666666
2394	34167	0.6666666666666666
14	34168	0.4444444444444444
1153	34168	0.5555555555555556
173	34173	0.5
2100	34173	0.5
606	34175	0.25
1001	34175	0.25
2556	34175	0.25
1455	34175	0.25
2757	34192	0.5
1201	34192	0.5
1588	34193	0.2
1969	34193	0.6
30161	34193	0.2
3	34199	0.14285714285714285
21	34199	0.14285714285714285
25	34199	0.14285714285714285
1108	34199	0.14285714285714285
2302	34199	0.2857142857142857
21316	34199	0.14285714285714285
2367	34202	1.0
57	34203	0.2857142857142857
127	34203	0.14285714285714285
1986	34203	0.5714285714285714
1293	34208	0.8
1474	34208	0.2
19	34214	0.1111111111111111
91	34214	0.1111111111111111
102	34214	0.1111111111111111
635	34214	0.1111111111111111
639	34214	0.1111111111111111
2280	34214	0.4444444444444444
1481	34221	0.5
2267	34221	0.5
3	34224	0.5
86	34224	0.5
14	34233	0.25
2399	34233	0.75
14	34234	0.5
2321	34234	0.5
2399	34239	1.0
18	34250	0.5
1621	34250	0.5
1621	34252	0.5
2401	34252	0.5
14	34255	0.3333333333333333
25	34255	0.3333333333333333
75	34255	0.3333333333333333
21	34262	0.5
425	34262	0.5
21	34264	0.3
164	34264	0.2
216	34264	0.1
1973	34264	0.4
3031	34269	0.6666666666666666
1397	34269	0.3333333333333333
3	34271	0.4
2444	34271	0.2
3152	34271	0.2
1505	34271	0.2
21	34273	0.3333333333333333
2317	34273	0.6666666666666666
2305	34276	1.0
3	34283	0.3333333333333333
1982	34283	0.6666666666666666
653	34288	0.5
1953	34288	0.5
122	34292	0.3333333333333333
2399	34292	0.6666666666666666
1038	34294	0.5
2302	34294	0.5
21	34296	0.3333333333333333
75	34296	0.6666666666666666
418	34304	1.0
21	34308	0.125
122	34308	0.125
2395	34308	0.75
186	34323	0.25
2278	34323	0.75
653	34325	0.36363636363636365
1272	34325	0.18181818181818182
1686	34325	0.09090909090909091
1931	34325	0.18181818181818182
2424	34325	0.09090909090909091
1953	34325	0.09090909090909091
102	34335	0.3333333333333333
2571	34335	0.3333333333333333
2408	34335	0.3333333333333333
14	34340	0.2222222222222222
1551	34340	0.6666666666666666
1770	34340	0.1111111111111111
186	34341	0.5
2410	34341	0.5
418	34343	0.5
2411	34343	0.5
3	34348	0.5
2411	34348	0.5
653	34350	0.3333333333333333
1953	34350	0.6666666666666666
2193	34351	1.0
9	34356	0.125
186	34356	0.375
2402	34356	0.5
102	34361	0.5
702	34361	0.5
927	34363	0.5
2413	34363	0.5
653	34373	0.3333333333333333
1333	34373	0.5
20255	34373	0.16666666666666666
141	34377	0.5
186	34377	0.5
309	34380	0.4
888	34380	0.2
2398	34380	0.4
25	34383	0.5
1034	34383	0.25
2177	34383	0.25
1955	34386	0.6
1982	34386	0.4
957	34398	0.4
2415	34398	0.6
1112	34407	0.2
1973	34407	0.6
5132	34407	0.2
2193	34417	0.5
1463	34417	0.5
10	34418	0.5
2417	34418	0.5
122	34441	0.2857142857142857
961	34441	0.14285714285714285
1685	34441	0.14285714285714285
2421	34441	0.2857142857142857
2816	34441	0.14285714285714285
2235	34443	1.0
875	34458	0.4
4280	34458	0.2
25899	34458	0.2
118	34458	0.2
329	34462	0.5
502	34462	0.375
982	34462	0.125
14	34471	0.14285714285714285
25	34471	0.14285714285714285
122	34471	0.14285714285714285
390	34471	0.42857142857142855
568	34471	0.14285714285714285
122	34479	0.2857142857142857
1453	34479	0.7142857142857143
2448	34480	0.5
1686	34480	0.5
25	34482	0.3333333333333333
2375	34482	0.6666666666666666
2190	34485	0.4
2422	34485	0.6
14	34495	0.5
22	34495	0.25
1110	34495	0.125
1606	34495	0.125
14	34498	0.16666666666666666
961	34498	0.16666666666666666
1770	34498	0.16666666666666666
2399	34498	0.5
9	34501	0.037037037037037035
14	34501	0.037037037037037035
186	34501	0.037037037037037035
198	34501	0.037037037037037035
686	34501	0.07407407407407407
1024	34501	0.2962962962962963
2193	34501	0.48148148148148145
1770	34514	0.5
2371	34514	0.5
3	34515	0.3333333333333333
1034	34515	0.3333333333333333
2426	34515	0.3333333333333333
3	34519	0.16666666666666666
21	34519	0.16666666666666666
1292	34519	0.5
1770	34519	0.16666666666666666
888	34534	0.3333333333333333
961	34534	0.3333333333333333
2428	34534	0.3333333333333333
30	34548	0.5
2430	34548	0.5
358	34552	0.5
189	34552	0.5
25	34555	0.2857142857142857
173	34555	0.2857142857142857
2321	34555	0.2857142857142857
5132	34555	0.14285714285714285
2432	34556	1.0
14	34557	0.2
22	34557	0.2
635	34557	0.2
675	34557	0.4
2176	34561	0.5
1569	34561	0.5
1770	34563	0.5
1686	34563	0.5
10	34571	0.15384615384615385
186	34571	0.07692307692307693
1768	34571	0.07692307692307693
2282	34571	0.6923076923076923
3	34574	0.3333333333333333
122	34574	0.16666666666666666
1020	34574	0.5
3	34575	0.1
14	34575	0.1
92	34575	0.1
198	34575	0.1
875	34575	0.1
1185	34575	0.1
3576	34575	0.1
3680	34575	0.1
4292	34575	0.1
1001	34575	0.1
57	34585	0.2857142857142857
967	34585	0.7142857142857143
14	34591	0.3333333333333333
21	34591	0.3333333333333333
2359	34591	0.3333333333333333
14	34592	0.06666666666666667
21	34592	0.06666666666666667
122	34592	0.06666666666666667
195	34592	0.06666666666666667
1505	34592	0.06666666666666667
2014	34592	0.06666666666666667
2399	34592	0.6
186	34607	0.5
2438	34607	0.5
3	34610	0.3333333333333333
25	34610	0.6666666666666666
3	34613	0.3333333333333333
2440	34613	0.6666666666666666
19	34619	0.5
21	34619	0.25
122	34619	0.25
137	34625	0.5
2441	34625	0.5
113	34628	0.375
748	34628	0.125
2058	34628	0.25
4941	34628	0.125
21370	34628	0.125
62	34641	0.14285714285714285
768	34641	0.14285714285714285
1279	34641	0.14285714285714285
1552	34641	0.2857142857142857
1805	34641	0.2857142857142857
14	34643	0.25
25	34643	0.25
122	34643	0.25
390	34643	0.25
21	34647	0.5
2443	34647	0.5
635	34657	0.25
1001	34657	0.25
2422	34657	0.5
3	34658	0.5
635	34658	0.5
25	34661	0.2
198	34661	0.2
390	34661	0.6
25	34668	0.3
1112	34668	0.2
2321	34668	0.3
20662	34668	0.1
25935	34668	0.1
25	34679	0.2
277	34679	0.6
2712	34679	0.2
266	34684	0.14285714285714285
635	34684	0.42857142857142855
2321	34684	0.2857142857142857
14401	34684	0.14285714285714285
25	34693	0.36363636363636365
2447	34693	0.5454545454545454
21619	34693	0.09090909090909091
25	34698	0.2
113	34698	0.2
2200	34698	0.06666666666666667
2273	34698	0.5333333333333333
57	34704	0.3333333333333333
1001	34704	0.16666666666666666
1936	34704	0.3333333333333333
2595	34704	0.16666666666666666
21	34705	0.3333333333333333
952	34705	0.6666666666666666
1982	34711	0.5
2448	34711	0.5
50	34718	0.23076923076923078
635	34718	0.07692307692307693
1102	34718	0.07692307692307693
1344	34718	0.6153846153846154
21	34721	0.3333333333333333
2076	34721	0.3333333333333333
2449	34721	0.3333333333333333
25	34736	0.5
2445	34736	0.5
122	34738	0.25
1931	34738	0.25
2306	34738	0.5
21	34740	0.3333333333333333
635	34740	0.3333333333333333
393	34740	0.3333333333333333
157	34743	0.5
1001	34743	0.5
635	34744	0.5
2451	34744	0.5
122	34745	0.16666666666666666
635	34745	0.16666666666666666
2317	34745	0.3333333333333333
2584	34745	0.3333333333333333
19	34752	0.14285714285714285
122	34752	0.2857142857142857
1279	34752	0.14285714285714285
2452	34752	0.42857142857142855
1001	34759	0.25
19960	34759	0.5
2171	34759	0.25
141	34760	0.3333333333333333
2168	34760	0.6666666666666666
3	34768	0.5
2411	34768	0.5
3	34771	0.5
2411	34771	0.5
1483	34772	0.5
2018	34772	0.25
2014	34772	0.25
3	34786	0.25
21	34786	0.25
2314	34786	0.5
888	34792	0.25
961	34792	0.25
2314	34792	0.5
1001	34794	0.25
2394	34794	0.75
50	34799	0.6666666666666666
2479	34799	0.3333333333333333
2239	34800	1.0
22	34812	0.2
82	34812	0.2
1552	34812	0.6
21	34813	0.25
50	34813	0.25
961	34813	0.25
2449	34813	0.25
50	34815	0.06666666666666667
635	34815	0.06666666666666667
1931	34815	0.06666666666666667
2176	34815	0.3333333333333333
2302	34815	0.4666666666666667
9	34818	0.2
2394	34818	0.2
3011	34818	0.2
3986	34818	0.2
2458	34818	0.2
961	34822	0.4444444444444444
2314	34822	0.5555555555555556
120	34829	0.5
57	34829	0.5
3040	34837	0.25
5184	34837	0.25
24624	34837	0.25
2389	34837	0.25
875	34838	0.3333333333333333
1931	34838	0.6666666666666666
653	34857	0.3333333333333333
2448	34857	0.6666666666666666
2761	34873	0.3333333333333333
2841	34873	0.3333333333333333
1936	34873	0.3333333333333333
102	34891	0.5454545454545454
702	34891	0.45454545454545453
2462	34892	0.6666666666666666
4661	34892	0.3333333333333333
1073	34906	0.2
1704	34906	0.8
25	34912	0.16666666666666666
198	34912	0.16666666666666666
1038	34912	0.5
2340	34912	0.16666666666666666
309	34914	0.14285714285714285
418	34914	0.2857142857142857
888	34914	0.14285714285714285
1982	34914	0.2857142857142857
2556	34914	0.14285714285714285
195	34924	0.5
1921	34924	0.5
653	34930	0.5
1997	34930	0.5
309	34951	0.2
961	34951	0.4
2177	34951	0.4
317	34960	0.5
309	34960	0.5
14	34963	0.2
50	34963	0.4
952	34963	0.4
57	34966	0.23076923076923078
164	34966	0.15384615384615385
2745	34966	0.07692307692307693
4328	34966	0.07692307692307693
9486	34966	0.15384615384615385
14216	34966	0.15384615384615385
23097	34966	0.07692307692307693
2149	34966	0.07692307692307693
14	34969	0.25
30	34969	0.5
1001	34969	0.25
1034	34976	0.125
1110	34976	0.625
3237	34976	0.25
127	34981	0.375
2448	34981	0.625
3	34984	0.25
87	34984	0.25
309	34984	0.5
57	35004	0.5
1696	35004	0.5
186	35005	0.5
2068	35005	0.5
418	35011	0.3333333333333333
2302	35011	0.6666666666666666
186	35012	0.25
401	35012	0.75
1001	35013	0.3333333333333333
15401	35013	0.3333333333333333
2182	35013	0.3333333333333333
51	35016	0.2
2057	35016	0.2
2474	35016	0.4
2492	35016	0.2
1034	35017	0.5
2025	35017	0.5
127	35018	0.058823529411764705
1086	35018	0.11764705882352941
1352	35018	0.5294117647058824
1483	35018	0.058823529411764705
1637	35018	0.11764705882352941
2659	35018	0.058823529411764705
7191	35018	0.058823529411764705
1034	35019	0.3333333333333333
2422	35019	0.6666666666666666
22	35020	0.0625
1001	35020	0.0625
2452	35020	0.3125
2474	35020	0.5625
3014	35023	0.5
2452	35023	0.5
1505	35025	0.5
2042	35025	0.5
82	35042	0.25
2477	35042	0.75
25	35045	0.15384615384615385
141	35045	0.38461538461538464
1685	35045	0.07692307692307693
2273	35045	0.38461538461538464
21	35047	0.1
113	35047	0.4
961	35047	0.1
2051	35047	0.2
2200	35047	0.1
3308	35047	0.1
2480	35083	0.5
2448	35083	0.5
173	35084	0.25
2342	35084	0.625
25935	35084	0.125
57	35093	0.2857142857142857
1001	35093	0.14285714285714285
2479	35093	0.5714285714285714
653	35101	0.3333333333333333
2480	35101	0.6666666666666666
102	35109	0.5
702	35109	0.5
25	35119	0.2
2482	35119	0.4
4210	35119	0.2
4212	35119	0.2
122	35145	0.5
2483	35145	0.5
25	35159	0.5
2485	35159	0.5
78	35160	0.2
82	35160	0.2
2452	35160	0.6
25	35163	0.25
2486	35163	0.5
25963	35163	0.25
82	35169	0.3333333333333333
2450	35169	0.6666666666666666
25	35171	0.5
2486	35171	0.5
3	35172	0.14285714285714285
173	35172	0.14285714285714285
1564	35172	0.14285714285714285
3925	35172	0.14285714285714285
5119	35172	0.2857142857142857
2488	35172	0.14285714285714285
1770	35183	0.3333333333333333
2284	35183	0.3333333333333333
2528	35183	0.16666666666666666
27497	35183	0.16666666666666666
19	35187	0.5
1637	35187	0.5
1770	35201	0.5
2268	35201	0.5
57	35207	0.16666666666666666
81	35207	0.16666666666666666
141	35207	0.16666666666666666
1277	35207	0.5
1108	35216	0.5
2491	35216	0.5
25	35218	0.25
2700	35218	0.125
5183	35218	0.375
27347	35218	0.125
102	35218	0.125
127	35229	0.5
378	35229	0.5
3	35230	0.14285714285714285
127	35230	0.42857142857142855
2193	35230	0.2857142857142857
2491	35230	0.14285714285714285
57	35239	0.5
1547	35239	0.5
122	35246	0.3333333333333333
2494	35246	0.6666666666666666
82	35257	0.5
78	35257	0.5
3	35259	0.16666666666666666
173	35259	0.16666666666666666
1770	35259	0.16666666666666666
2399	35259	0.5
25	35262	0.3333333333333333
1599	35262	0.3333333333333333
597	35262	0.3333333333333333
2448	35271	1.0
1481	35273	0.5
1001	35273	0.5
159	35274	0.3333333333333333
2499	35274	0.6666666666666666
1770	35283	0.2
27070	35283	0.2
32648	35283	0.2
33396	35283	0.2
2500	35283	0.2
22	35293	0.42857142857142855
1986	35293	0.42857142857142855
2575	35293	0.14285714285714285
127	35296	0.5
1383	35296	0.5
120	35299	0.3333333333333333
1086	35299	0.3333333333333333
2087	35299	0.3333333333333333
961	35300	0.14285714285714285
1417	35300	0.14285714285714285
2474	35300	0.2857142857142857
2479	35300	0.42857142857142855
27	35303	0.14285714285714285
1770	35303	0.2857142857142857
2501	35303	0.5714285714285714
122	35314	0.42857142857142855
2452	35314	0.5714285714285714
653	35316	0.5
2284	35316	0.5
635	35319	0.25
1849	35319	0.5
2515	35319	0.25
25	35320	0.6
122	35320	0.2
2441	35320	0.2
173	35327	0.5
2375	35327	0.5
653	35342	0.5
118	35342	0.5
21	35355	0.2727272727272727
122	35355	0.09090909090909091
2452	35355	0.6363636363636364
19	35357	0.25
635	35357	0.25
2506	35357	0.5
3	35363	0.14285714285714285
14	35363	0.14285714285714285
635	35363	0.14285714285714285
2193	35363	0.14285714285714285
2444	35363	0.2857142857142857
3152	35363	0.14285714285714285
22	35366	0.25
57	35366	0.25
122	35366	0.25
2508	35366	0.25
2504	35367	1.0
14	35368	0.16666666666666666
635	35368	0.16666666666666666
1086	35368	0.5
1770	35368	0.16666666666666666
3	35378	0.2
25	35378	0.2
1003	35378	0.6
2444	35386	0.5
2491	35386	0.5
626	35393	0.25
639	35393	0.25
2519	35393	0.25
2510	35393	0.25
1770	35395	0.5
2491	35395	0.5
186	35405	0.3333333333333333
2512	35405	0.6666666666666666
21	35407	0.5
2491	35407	0.5
329	35418	0.2857142857142857
502	35418	0.2857142857142857
2492	35418	0.42857142857142855
2513	35425	1.0
1811	35426	1.0
21	35427	0.3333333333333333
22	35427	0.1111111111111111
122	35427	0.1111111111111111
2452	35427	0.4444444444444444
1746	35428	0.3333333333333333
2736	35428	0.3333333333333333
2302	35428	0.3333333333333333
25	35429	0.2222222222222222
216	35429	0.1111111111111111
1314	35429	0.1111111111111111
1770	35429	0.2222222222222222
2501	35429	0.3333333333333333
10	35439	0.25
186	35439	0.25
3078	35439	0.25
2514	35439	0.25
113	35440	0.5
1315	35440	0.5
21	35447	0.5
244	35447	0.5
173	35452	0.3333333333333333
215	35452	0.6666666666666666
186	35460	0.25
329	35460	0.25
502	35460	0.25
1624	35460	0.25
25	35469	0.25
279	35469	0.5
635	35469	0.25
141	35485	0.5
2517	35485	0.5
635	35489	0.25
1086	35489	0.75
961	35490	0.5
2518	35490	0.5
653	35498	0.5
2480	35498	0.5
3	35505	0.2
1383	35505	0.2
1588	35505	0.6
2603	35512	0.5
2516	35512	0.5
25	35514	0.5
189	35514	0.5
62	35525	0.16666666666666666
91	35525	0.08333333333333333
195	35525	0.16666666666666666
317	35525	0.08333333333333333
702	35525	0.5
2571	35528	0.5
702	35528	0.5
1770	35531	0.4
2018	35531	0.4
146	35531	0.2
246	35534	0.2
871	35534	0.6
3078	35534	0.2
3	35536	0.2
2018	35536	0.2
2034	35536	0.4
2302	35536	0.2
2014	35548	0.5
2273	35548	0.5
606	35554	0.375
2525	35554	0.625
57	35574	0.3333333333333333
122	35574	0.3333333333333333
2527	35574	0.3333333333333333
122	35579	0.375
127	35579	0.125
2520	35579	0.5
2575	35584	0.5
66	35584	0.5
57	35588	0.3333333333333333
5076	35588	0.3333333333333333
2531	35588	0.3333333333333333
122	35589	0.14285714285714285
246	35589	0.2857142857142857
2532	35589	0.5714285714285714
25	35592	0.5
122	35592	0.16666666666666666
2441	35592	0.3333333333333333
961	35594	0.2727272727272727
