,A,A-q,B,B-q,C,C-q,D,D-q
462,14.0,94771,41.0,94771,23.0,94771,85.0,94771
463,90.0,33041,100.0,33041,100.0,33041,100.0,33041
464,0.0,10371,0.0,10371,0.0,10371,8.0,10371
465,7.0,10166,39.0,10166,5.0,10166,23.0,10166
466,99.0,190465,38.0,190465,43.0,190465,30.0,190465
467,40.0,190170,57.0,190170,13.0,190170,18.0,190170
468,0.0,104966,0.0,104966,0.0,104966,5.0,104966
469,100.0,53912,100.0,53912,100.0,53912,100.0,53912
470,17.0,200423,17.0,200423,4.0,200423,10.0,200423
471,1.0,10920,11.0,10920,1.0,10920,25.0,10920
472,100.0,206261,100.0,206261,91.0,206261,100.0,206261
473,1.0,256886,100.0,256886,11.0,256886,65.0,256886
474,13.0,54279,36.0,54279,7.0,54279,11.0,54279
475,66.0,41581,100.0,41581,2.0,41581,4.0,41581
476,100.0,36516,100.0,36516,31.0,36516,91.0,36516
477,100.0,66471,100.0,66471,2.0,66471,64.0,66471
478,2.0,9195,10.0,9195,0.0,9195,11.0,9195
479,24.0,38271,1.0,38271,0.0,38271,6.0,38271
480,12.0,127181,24.0,127181,5.0,127181,18.0,127181
481,12.0,48489,16.0,48489,17.0,48489,48.0,48489
482,5.0,50113,17.0,50113,13.0,50113,42.0,50113
483,18.0,33981,54.0,33981,22.0,33981,67.0,33981
484,100.0,9615,100.0,9615,4.0,9615,5.0,9615
485,0.0,135796,1.0,135796,2.0,135796,14.0,135796
486,9.0,65162,2.0,65162,1.0,65162,3.0,65162
487,3.0,42211,1.0,42211,4.0,42211,11.0,42211
488,60.0,9750,100.0,9750,88.0,9750,100.0,9750
489,46.0,207124,65.0,207124,15.0,207124,100.0,207124
490,1.0,39026,100.0,39026,4.0,39026,100.0,39026
491,0.0,144006,3.0,144006,0.0,144006,4.0,144006
492,100.0,196773,100.0,196773,9.0,196773,42.0,196773
493,100.0,229563,100.0,229563,100.0,229563,100.0,229563
494,100.0,204499,1.0,204499,0.0,204499,1.0,204499
495,2.0,220129,93.0,220129,2.0,220129,8.0,220129
496,100.0,214026,100.0,214026,13.0,214026,44.0,214026
497,7.0,190536,7.0,190536,5.0,190536,5.0,190536
498,1.0,12264,17.0,12264,0.0,12264,12.0,12264
499,5.0,269280,16.0,269280,4.0,269280,6.0,269280
500,100.0,33493,100.0,33493,100.0,33493,100.0,33493
501,89.0,9091,62.0,9091,31.0,9091,51.0,9091
502,34.0,293154,27.0,293154,49.0,293154,100.0,293154
503,33.0,191583,100.0,191583,11.0,191583,23.0,191583
504,56.0,47930,37.0,47930,70.0,47930,100.0,47930
505,100.0,65904,100.0,65904,100.0,65904,100.0,65904
506,100.0,75457,1.0,75457,2.0,75457,3.0,75457
507,14.0,68818,41.0,68818,13.0,68818,62.0,68818
508,27.0,51276,100.0,51276,14.0,51276,100.0,51276
509,53.0,11038,100.0,11038,100.0,11038,100.0,11038
510,9.0,29051,5.0,29051,6.0,29051,1.0,29051
511,0.0,199737,8.0,199737,1.0,199737,22.0,199737
512,100.0,12478,100.0,12478,4.0,12478,5.0,12478
513,1.0,32867,1.0,32867,1.0,32867,3.0,32867
514,89.0,198576,19.0,198576,12.0,198576,23.0,198576
515,52.0,60602,66.0,60602,95.0,60602,100.0,60602
516,100.0,52773,100.0,52773,27.0,52773,86.0,52773
517,92.0,228743,100.0,228743,100.0,228743,100.0,228743
518,43.0,40888,72.0,40888,14.0,40888,15.0,40888
519,73.0,10795,100.0,10795,100.0,10795,100.0,10795
520,66.0,10280,25.0,10280,37.0,10280,78.0,10280
521,50.0,229294,24.0,229294,31.0,229294,56.0,229294
522,1.0,284146,1.0,284146,1.0,284146,3.0,284146
523,100.0,252220,9.0,252220,19.0,252220,1.0,252220
524,100.0,81601,100.0,81601,100.0,81601,100.0,81601
525,100.0,247219,100.0,247219,0.0,247219,0.0,247219
526,14.0,10238,100.0,10238,29.0,10238,100.0,10238
527,2.0,46008,2.0,46008,2.0,46008,3.0,46008
528,7.0,229806,100.0,229806,13.0,229806,100.0,229806
529,2.0,70585,1.0,70585,5.0,70585,25.0,70585
530,1.0,9766,2.0,9766,1.0,9766,2.0,9766
531,100.0,12985,29.0,12985,60.0,12985,28.0,12985
532,100.0,66797,100.0,66797,100.0,66797,100.0,66797
533,3.0,11350,10.0,11350,2.0,11350,14.0,11350
534,100.0,9273,100.0,9273,99.0,9273,100.0,9273
535,100.0,42698,33.0,42698,10.0,42698,23.0,42698
536,100.0,11147,100.0,11147,63.0,11147,100.0,11147
537,100.0,63278,100.0,63278,100.0,63278,100.0,63278
538,0.0,213080,0.0,213080,0.0,213080,2.0,213080
539,16.0,10756,100.0,10756,30.0,10756,100.0,10756
540,2.0,222362,5.0,222362,1.0,222362,7.0,222362
541,0.0,48597,5.0,48597,4.0,48597,38.0,48597
542,100.0,55126,4.0,55126,0.0,55126,3.0,55126
543,20.0,9208,73.0,9208,8.0,9208,16.0,9208
544,25.0,9658,21.0,9658,4.0,9658,17.0,9658
545,38.0,11540,37.0,11540,73.0,11540,82.0,11540
546,48.0,61357,100.0,61357,83.0,61357,100.0,61357
547,12.0,229083,100.0,229083,43.0,229083,100.0,229083
548,13.0,72202,27.0,72202,16.0,72202,16.0,72202
549,100.0,63413,100.0,63413,100.0,63413,100.0,63413
550,100.0,39600,100.0,39600,100.0,39600,100.0,39600
551,23.0,183212,7.0,183212,10.0,183212,14.0,183212
552,100.0,41132,100.0,41132,100.0,41132,100.0,41132
553,100.0,48256,100.0,48256,100.0,48256,100.0,48256
554,0.0,193068,1.0,193068,0.0,193068,3.0,193068
555,35.0,43375,26.0,43375,45.0,43375,100.0,43375
556,5.0,198274,88.0,198274,22.0,198274,100.0,198274
557,100.0,27608,23.0,27608,44.0,27608,2.0,27608
558,0.0,48755,15.0,48755,2.0,48755,37.0,48755
559,67.0,40670,44.0,40670,26.0,40670,27.0,40670
560,100.0,9588,100.0,9588,37.0,9588,22.0,9588
561,100.0,64401,100.0,64401,25.0,64401,90.0,64401
562,0.0,213645,0.0,213645,0.0,213645,34.0,213645
563,0.0,110196,2.0,110196,0.0,110196,17.0,110196
564,1.0,10038,0.0,10038,1.0,10038,5.0,10038
565,3.0,11629,43.0,11629,6.0,11629,92.0,11629
566,84.0,11500,100.0,11500,100.0,11500,100.0,11500
567,9.0,31159,27.0,31159,3.0,31159,65.0,31159
568,12.0,290702,100.0,290702,31.0,290702,100.0,290702
569,0.0,10080,3.0,10080,0.0,10080,2.0,10080
570,17.0,120126,0.0,120126,1.0,120126,12.0,120126
571,100.0,11557,1.0,11557,3.0,11557,2.0,11557
572,55.0,62583,100.0,62583,49.0,62583,72.0,62583
573,100.0,251319,100.0,251319,100.0,251319,35.0,251319
574,0.0,252889,0.0,252889,0.0,252889,0.0,252889
575,13.0,287090,0.0,287090,1.0,287090,2.0,287090
576,6.0,243261,100.0,243261,16.0,243261,100.0,243261
577,6.0,41099,11.0,41099,9.0,41099,18.0,41099
578,100.0,44624,100.0,44624,45.0,44624,53.0,44624
579,100.0,292512,100.0,292512,100.0,292512,100.0,292512
580,7.0,29197,11.0,29197,8.0,29197,21.0,29197
581,4.0,158481,3.0,158481,3.0,158481,11.0,158481
582,27.0,52066,44.0,52066,61.0,52066,100.0,52066
583,9.0,119031,14.0,119031,7.0,119031,12.0,119031
584,0.0,124061,3.0,124061,0.0,124061,2.0,124061
585,3.0,39085,18.0,39085,9.0,39085,11.0,39085
586,100.0,10612,100.0,10612,100.0,10612,100.0,10612
587,0.0,243467,1.0,243467,0.0,243467,1.0,243467
588,100.0,238083,29.0,238083,6.0,238083,22.0,238083
589,6.0,57024,8.0,57024,7.0,57024,30.0,57024
590,100.0,10110,100.0,10110,100.0,10110,88.0,10110
591,8.0,252763,81.0,252763,39.0,252763,100.0,252763
592,3.0,32718,8.0,32718,3.0,32718,4.0,32718
593,88.0,30230,100.0,30230,100.0,30230,100.0,30230
594,3.0,186986,1.0,186986,2.0,186986,1.0,186986
595,26.0,45222,36.0,45222,40.0,45222,100.0,45222
596,3.0,69658,25.0,69658,12.0,69658,86.0,69658
597,6.0,34818,27.0,34818,21.0,34818,100.0,34818
598,100.0,61157,100.0,61157,100.0,61157,100.0,61157
599,100.0,252237,100.0,252237,3.0,252237,28.0,252237
600,100.0,12479,100.0,12479,100.0,12479,4.0,12479
601,11.0,229329,21.0,229329,21.0,229329,37.0,229329
602,64.0,12615,92.0,12615,100.0,12615,100.0,12615
603,100.0,48056,100.0,48056,100.0,48056,100.0,48056
604,43.0,58955,55.0,58955,55.0,58955,100.0,58955
605,100.0,211985,52.0,211985,17.0,211985,61.0,211985
606,14.0,202700,27.0,202700,18.0,202700,76.0,202700
607,2.0,169866,1.0,169866,1.0,169866,1.0,169866
608,100.0,11202,100.0,11202,100.0,11202,100.0,11202
609,7.0,47177,6.0,47177,7.0,47177,6.0,47177
610,2.0,33666,4.0,33666,0.0,33666,3.0,33666
611,100.0,57177,100.0,57177,100.0,57177,100.0,57177
612,1.0,12212,11.0,12212,1.0,12212,17.0,12212
613,0.0,62405,8.0,62405,0.0,62405,10.0,62405
614,2.0,142491,6.0,142491,2.0,142491,4.0,142491
615,35.0,224242,100.0,224242,46.0,224242,100.0,224242
616,100.0,258860,100.0,258860,100.0,258860,100.0,258860
617,0.0,12265,3.0,12265,0.0,12265,11.0,12265
618,46.0,199983,20.0,199983,17.0,199983,14.0,199983
619,9.0,10608,86.0,10608,6.0,10608,29.0,10608
620,100.0,44844,100.0,44844,7.0,44844,33.0,44844
621,100.0,31944,6.0,31944,5.0,31944,3.0,31944
622,100.0,59325,100.0,59325,17.0,59325,17.0,59325
623,0.0,227205,4.0,227205,1.0,227205,3.0,227205
624,5.0,243451,90.0,243451,4.0,243451,7.0,243451
625,5.0,9301,3.0,9301,0.0,9301,2.0,9301
626,3.0,222512,6.0,222512,3.0,222512,3.0,222512
627,100.0,62960,44.0,62960,63.0,62960,81.0,62960
628,4.0,223196,74.0,223196,8.0,223196,38.0,223196
629,100.0,37869,100.0,37869,5.0,37869,4.0,37869
630,1.0,241616,7.0,241616,2.0,241616,13.0,241616
631,2.0,11058,100.0,11058,12.0,11058,100.0,11058
632,100.0,10130,3.0,10130,2.0,10130,3.0,10130
633,32.0,223315,100.0,223315,50.0,223315,100.0,223315
634,100.0,40000,21.0,40000,12.0,40000,4.0,40000
635,8.0,244443,90.0,244443,11.0,244443,100.0,244443
636,100.0,102276,100.0,102276,100.0,102276,100.0,102276
637,100.0,150286,100.0,150286,49.0,150286,12.0,150286
638,3.0,165961,8.0,165961,3.0,165961,14.0,165961
639,4.0,36055,2.0,36055,1.0,36055,3.0,36055
640,0.0,109656,0.0,109656,0.0,109656,3.0,109656
641,12.0,10235,28.0,10235,11.0,10235,26.0,10235
642,3.0,28749,1.0,28749,2.0,28749,1.0,28749
643,15.0,9442,32.0,9442,11.0,9442,20.0,9442
644,55.0,222178,98.0,222178,19.0,222178,17.0,222178
645,8.0,48762,66.0,48762,11.0,48762,70.0,48762
646,65.0,193233,99.0,193233,14.0,193233,31.0,193233
647,100.0,79711,100.0,79711,100.0,79711,100.0,79711
648,35.0,98211,26.0,98211,27.0,98211,22.0,98211
649,1.0,31180,0.0,31180,1.0,31180,14.0,31180
650,0.0,10777,1.0,10777,0.0,10777,2.0,10777
651,2.0,86126,2.0,86126,1.0,86126,2.0,86126
652,0.0,12463,2.0,12463,0.0,12463,9.0,12463
653,1.0,129736,2.0,129736,1.0,129736,1.0,129736
654,2.0,46681,7.0,46681,2.0,46681,2.0,46681
655,4.0,188078,10.0,188078,11.0,188078,35.0,188078
656,0.0,10848,1.0,10848,3.0,10848,18.0,10848
657,1.0,9116,9.0,9116,4.0,9116,20.0,9116
658,71.0,264866,100.0,264866,100.0,264866,100.0,264866
659,57.0,9815,4.0,9815,1.0,9815,2.0,9815
660,13.0,246917,7.0,246917,12.0,246917,20.0,246917
661,23.0,36716,16.0,36716,11.0,36716,23.0,36716
662,1.0,250085,1.0,250085,1.0,250085,1.0,250085
663,8.0,54215,7.0,54215,7.0,54215,19.0,54215
664,6.0,70822,87.0,70822,9.0,70822,68.0,70822
665,7.0,10389,7.0,10389,4.0,10389,3.0,10389
666,2.0,270521,24.0,270521,4.0,270521,12.0,270521
667,19.0,9511,32.0,9511,26.0,9511,60.0,9511
668,13.0,252515,100.0,252515,16.0,252515,95.0,252515
669,72.0,159926,25.0,159926,93.0,159926,64.0,159926
670,4.0,9287,5.0,9287,2.0,9287,10.0,9287
671,0.0,113666,11.0,113666,0.0,113666,28.0,113666
672,0.0,155631,2.0,155631,0.0,155631,1.0,155631
673,85.0,54863,90.0,54863,70.0,54863,71.0,54863
674,100.0,187328,100.0,187328,7.0,187328,31.0,187328
675,20.0,29779,67.0,29779,36.0,29779,100.0,29779
676,24.0,224818,100.0,224818,42.0,224818,100.0,224818
677,0.0,71107,0.0,71107,0.0,71107,2.0,71107
678,4.0,33374,24.0,33374,3.0,33374,29.0,33374
679,0.0,211255,0.0,211255,0.0,211255,7.0,211255
680,8.0,12995,45.0,12995,26.0,12995,100.0,12995
681,0.0,229841,0.0,229841,0.0,229841,0.0,229841
682,1.0,239841,5.0,239841,1.0,239841,6.0,239841
683,10.0,10013,9.0,10013,26.0,10013,55.0,10013
684,2.0,35218,2.0,35218,4.0,35218,3.0,35218
685,55.0,244937,16.0,244937,8.0,244937,28.0,244937
686,100.0,241373,1.0,241373,1.0,241373,1.0,241373
687,6.0,233735,98.0,233735,7.0,233735,100.0,233735
688,0.0,208936,80.0,208936,1.0,208936,100.0,208936
689,8.0,28083,20.0,28083,8.0,28083,15.0,28083
690,3.0,113786,3.0,113786,3.0,113786,2.0,113786
691,5.0,80446,8.0,80446,7.0,80446,5.0,80446
692,100.0,279033,100.0,279033,100.0,279033,100.0,279033
693,3.0,10843,23.0,10843,12.0,10843,100.0,10843
694,100.0,271053,9.0,271053,3.0,271053,7.0,271053
695,17.0,37399,100.0,37399,39.0,37399,100.0,37399
696,1.0,30372,1.0,30372,2.0,30372,4.0,30372
697,6.0,54463,6.0,54463,3.0,54463,2.0,54463
698,77.0,196313,14.0,196313,10.0,196313,14.0,196313
699,0.0,187851,1.0,187851,1.0,187851,1.0,187851
700,7.0,213157,5.0,213157,6.0,213157,6.0,213157
701,2.0,47920,3.0,47920,3.0,47920,4.0,47920
702,2.0,10951,71.0,10951,2.0,10951,100.0,10951
703,100.0,11706,100.0,11706,52.0,11706,33.0,11706
704,10.0,295643,24.0,295643,3.0,295643,2.0,295643
705,2.0,188399,2.0,188399,0.0,188399,1.0,188399
706,27.0,66586,33.0,66586,22.0,66586,27.0,66586
707,27.0,62896,32.0,62896,17.0,62896,25.0,62896
708,2.0,90606,2.0,90606,2.0,90606,2.0,90606
709,42.0,10245,100.0,10245,100.0,10245,100.0,10245
710,8.0,12278,17.0,12278,25.0,12278,50.0,12278
711,100.0,35808,4.0,35808,11.0,35808,4.0,35808
712,3.0,266493,1.0,266493,1.0,266493,1.0,266493
713,62.0,189567,23.0,189567,18.0,189567,28.0,189567
714,3.0,60281,1.0,60281,3.0,60281,3.0,60281
715,0.0,64692,21.0,64692,0.0,64692,0.0,64692
716,30.0,11116,4.0,11116,9.0,11116,5.0,11116
717,100.0,203481,6.0,203481,2.0,203481,5.0,203481
718,4.0,198634,62.0,198634,13.0,198634,100.0,198634
719,100.0,164506,100.0,164506,100.0,164506,100.0,164506
720,1.0,56472,100.0,56472,1.0,56472,100.0,56472
721,65.0,9520,51.0,9520,100.0,9520,55.0,9520
722,2.0,193644,41.0,193644,14.0,193644,93.0,193644
723,100.0,65938,100.0,65938,100.0,65938,100.0,65938
724,41.0,9259,89.0,9259,47.0,9259,84.0,9259
725,73.0,12043,100.0,12043,100.0,12043,100.0,12043
726,100.0,46521,100.0,46521,100.0,46521,100.0,46521
727,1.0,75241,2.0,75241,0.0,75241,2.0,75241
728,7.0,9166,20.0,9166,7.0,9166,34.0,9166
729,100.0,67339,100.0,67339,75.0,67339,71.0,67339
730,4.0,11696,55.0,11696,4.0,11696,61.0,11696
731,100.0,206103,100.0,206103,24.0,206103,26.0,206103
732,100.0,28144,100.0,28144,14.0,28144,25.0,28144
733,100.0,193469,100.0,193469,100.0,193469,100.0,193469
734,26.0,9977,94.0,9977,12.0,9977,17.0,9977
735,0.0,226274,0.0,226274,0.0,226274,3.0,226274
736,100.0,10603,100.0,10603,57.0,10603,100.0,10603
737,53.0,51525,100.0,51525,8.0,51525,23.0,51525
738,30.0,10879,97.0,10879,72.0,10879,100.0,10879
739,0.0,213264,3.0,213264,1.0,213264,4.0,213264
740,56.0,66271,100.0,66271,87.0,66271,100.0,66271
741,0.0,11966,4.0,11966,0.0,11966,21.0,11966
742,100.0,10674,100.0,10674,3.0,10674,3.0,10674
743,0.0,201936,6.0,201936,0.0,201936,23.0,201936
744,19.0,46501,19.0,46501,19.0,46501,19.0,46501
745,100.0,53353,17.0,53353,6.0,53353,24.0,53353
746,1.0,38099,2.0,38099,2.0,38099,3.0,38099
747,100.0,45950,100.0,45950,11.0,45950,83.0,45950
748,100.0,67572,100.0,67572,100.0,67572,100.0,67572
749,100.0,98596,100.0,98596,100.0,98596,100.0,98596
750,2.0,50197,3.0,50197,4.0,50197,7.0,50197
751,7.0,209452,79.0,209452,30.0,209452,100.0,209452
752,97.0,78541,100.0,78541,100.0,78541,100.0,78541
753,11.0,10766,2.0,10766,0.0,10766,3.0,10766
754,100.0,236868,100.0,236868,100.0,236868,100.0,236868
755,15.0,28826,48.0,28826,15.0,28826,36.0,28826
756,67.0,257182,100.0,257182,5.0,257182,24.0,257182
757,100.0,261819,53.0,261819,75.0,261819,77.0,261819
758,100.0,42780,100.0,42780,10.0,42780,7.0,42780
759,6.0,11618,9.0,11618,4.0,11618,4.0,11618
760,47.0,9384,100.0,9384,62.0,9384,100.0,9384
761,23.0,58362,100.0,58362,41.0,58362,100.0,58362
762,31.0,58948,43.0,58948,0.0,58948,3.0,58948
763,17.0,9107,53.0,9107,6.0,9107,6.0,9107
764,23.0,147211,70.0,147211,17.0,147211,37.0,147211
765,39.0,10635,100.0,10635,12.0,10635,100.0,10635
766,6.0,56110,100.0,56110,3.0,56110,44.0,56110
767,53.0,47185,69.0,47185,14.0,47185,53.0,47185
768,3.0,64870,8.0,64870,15.0,64870,100.0,64870
769,47.0,31996,81.0,31996,100.0,31996,100.0,31996
770,37.0,31580,100.0,31580,60.0,31580,88.0,31580
771,0.0,34628,2.0,34628,0.0,34628,5.0,34628
772,3.0,237613,5.0,237613,2.0,237613,7.0,237613
773,66.0,10530,100.0,10530,88.0,10530,69.0,10530
774,1.0,32441,2.0,32441,2.0,32441,14.0,32441
775,1.0,54678,2.0,54678,1.0,54678,4.0,54678
776,6.0,30539,11.0,30539,5.0,30539,16.0,30539
777,55.0,11264,100.0,11264,20.0,11264,19.0,11264
778,1.0,39718,1.0,39718,1.0,39718,2.0,39718
779,100.0,45710,4.0,45710,4.0,45710,4.0,45710
780,17.0,39962,100.0,39962,22.0,39962,100.0,39962
781,6.0,225012,57.0,225012,20.0,225012,100.0,225012
782,46.0,43294,100.0,43294,90.0,43294,100.0,43294
783,85.0,187963,89.0,187963,4.0,187963,50.0,187963
784,5.0,127996,5.0,127996,2.0,127996,41.0,127996
785,6.0,9081,6.0,9081,16.0,9081,22.0,9081
786,0.0,11458,1.0,11458,2.0,11458,3.0,11458
787,100.0,233257,10.0,233257,24.0,233257,9.0,233257
788,3.0,46307,4.0,46307,2.0,46307,3.0,46307
789,100.0,242744,1.0,242744,1.0,242744,1.0,242744
790,2.0,251168,4.0,251168,3.0,251168,3.0,251168
791,3.0,10422,6.0,10422,3.0,10422,5.0,10422
792,1.0,10072,0.0,10072,1.0,10072,12.0,10072
793,100.0,139176,5.0,139176,5.0,139176,6.0,139176
794,7.0,193998,13.0,193998,7.0,193998,25.0,193998
795,46.0,12673,100.0,12673,39.0,12673,100.0,12673
796,100.0,279547,3.0,279547,11.0,279547,6.0,279547
797,2.0,106766,100.0,106766,9.0,106766,100.0,106766
798,56.0,33587,100.0,33587,88.0,33587,100.0,33587
799,1.0,240368,1.0,240368,1.0,240368,1.0,240368
800,100.0,91631,100.0,91631,35.0,91631,18.0,91631
801,100.0,233353,100.0,233353,8.0,233353,52.0,233353
802,100.0,133756,3.0,133756,1.0,133756,1.0,133756
803,100.0,12777,100.0,12777,16.0,12777,59.0,12777
804,100.0,223996,100.0,223996,100.0,223996,100.0,223996
805,100.0,9097,100.0,9097,2.0,9097,2.0,9097
806,100.0,12632,3.0,12632,7.0,12632,1.0,12632
807,4.0,54951,10.0,54951,15.0,54951,36.0,54951
808,100.0,172021,2.0,172021,3.0,172021,6.0,172021
809,0.0,136386,2.0,136386,3.0,136386,7.0,136386
810,22.0,222390,20.0,222390,28.0,222390,62.0,222390
811,0.0,191265,1.0,191265,2.0,191265,19.0,191265
812,39.0,60625,74.0,60625,62.0,60625,100.0,60625
813,17.0,224497,10.0,224497,19.0,224497,39.0,224497
814,81.0,216362,100.0,216362,5.0,216362,2.0,216362
815,100.0,10120,100.0,10120,100.0,10120,100.0,10120
816,71.0,10823,100.0,10823,58.0,10823,14.0,10823
817,14.0,224993,28.0,224993,46.0,224993,100.0,224993
818,19.0,36854,19.0,36854,19.0,36854,19.0,36854
819,26.0,10435,100.0,10435,41.0,10435,100.0,10435
820,0.0,203463,6.0,203463,0.0,203463,16.0,203463
821,1.0,203033,1.0,203033,1.0,203033,5.0,203033
822,100.0,136001,100.0,136001,7.0,136001,5.0,136001
823,64.0,199244,100.0,199244,100.0,199244,100.0,199244
824,2.0,9311,56.0,9311,8.0,9311,100.0,9311
825,11.0,289929,22.0,289929,19.0,289929,95.0,289929
826,100.0,209890,100.0,209890,100.0,209890,100.0,209890
827,6.0,46428,100.0,46428,10.0,46428,100.0,46428
828,7.0,196365,9.0,196365,7.0,196365,12.0,196365
829,42.0,9653,100.0,9653,77.0,9653,100.0,9653
830,100.0,51181,100.0,51181,100.0,51181,86.0,51181
831,100.0,51928,100.0,51928,4.0,51928,3.0,51928
832,46.0,47612,96.0,47612,29.0,47612,100.0,47612
833,100.0,274572,100.0,274572,100.0,274572,100.0,274572
834,100.0,258558,54.0,258558,72.0,258558,100.0,258558
835,100.0,9917,68.0,9917,100.0,9917,100.0,9917
836,54.0,65626,100.0,65626,76.0,65626,100.0,65626
837,10.0,29918,100.0,29918,15.0,29918,100.0,29918
838,12.0,29298,50.0,29298,12.0,29298,29.0,29298
839,100.0,44602,100.0,44602,100.0,44602,100.0,44602
840,0.0,43578,5.0,43578,1.0,43578,15.0,43578
841,70.0,33380,100.0,33380,59.0,33380,100.0,33380
842,0.0,193235,82.0,193235,0.0,193235,100.0,193235
843,27.0,9556,100.0,9556,50.0,9556,100.0,9556
844,100.0,179712,17.0,179712,2.0,179712,2.0,179712
845,3.0,227452,8.0,227452,5.0,227452,13.0,227452
846,13.0,28124,7.0,28124,16.0,28124,18.0,28124
847,100.0,57079,100.0,57079,67.0,57079,68.0,57079
848,6.0,155391,100.0,155391,17.0,155391,100.0,155391
849,7.0,11176,23.0,11176,3.0,11176,3.0,11176
850,0.0,225183,42.0,225183,4.0,225183,79.0,225183
851,100.0,35429,41.0,35429,5.0,35429,52.0,35429
852,3.0,189946,2.0,189946,2.0,189946,1.0,189946
853,16.0,11875,100.0,11875,100.0,11875,100.0,11875
854,100.0,34668,8.0,34668,37.0,34668,6.0,34668
855,100.0,144646,100.0,144646,100.0,144646,100.0,144646
856,8.0,9686,10.0,9686,9.0,9686,40.0,9686
857,0.0,151501,20.0,151501,7.0,151501,64.0,151501
858,8.0,45814,100.0,45814,7.0,45814,14.0,45814
859,100.0,31606,100.0,31606,47.0,31606,96.0,31606
860,28.0,204518,99.0,204518,28.0,204518,90.0,204518
861,1.0,141151,1.0,141151,1.0,141151,1.0,141151
862,2.0,265660,41.0,265660,2.0,265660,100.0,265660
863,43.0,10419,100.0,10419,71.0,10419,100.0,10419
864,14.0,112421,16.0,112421,15.0,112421,32.0,112421
865,100.0,244214,100.0,244214,100.0,244214,100.0,244214
866,100.0,224403,1.0,224403,2.0,224403,4.0,224403
867,100.0,249001,100.0,249001,3.0,249001,45.0,249001
868,100.0,10897,100.0,10897,100.0,10897,100.0,10897
869,24.0,11156,100.0,11156,25.0,11156,100.0,11156
870,27.0,252564,100.0,252564,61.0,252564,100.0,252564
871,100.0,33477,8.0,33477,3.0,33477,5.0,33477
872,14.0,11910,23.0,11910,25.0,11910,71.0,11910
873,7.0,39996,4.0,39996,4.0,39996,8.0,39996
874,2.0,9130,2.0,9130,4.0,9130,6.0,9130
875,12.0,80646,21.0,80646,17.0,80646,24.0,80646
876,2.0,215057,1.0,215057,2.0,215057,6.0,215057
877,100.0,60804,100.0,60804,28.0,60804,52.0,60804
878,100.0,256435,0.0,256435,0.0,256435,0.0,256435
879,70.0,247224,100.0,247224,15.0,247224,51.0,247224
880,2.0,162996,2.0,162996,2.0,162996,1.0,162996
881,35.0,291841,46.0,291841,57.0,291841,42.0,291841
882,0.0,187313,1.0,187313,0.0,187313,1.0,187313
883,100.0,255599,100.0,255599,14.0,255599,5.0,255599
884,3.0,12042,5.0,12042,3.0,12042,10.0,12042
885,53.0,235418,100.0,235418,65.0,235418,100.0,235418
886,33.0,10356,27.0,10356,52.0,10356,54.0,10356
887,4.0,62069,7.0,62069,7.0,62069,26.0,62069
888,18.0,66495,57.0,66495,8.0,66495,26.0,66495
889,100.0,42430,100.0,42430,100.0,42430,66.0,42430
890,90.0,54360,100.0,54360,100.0,54360,100.0,54360
891,100.0,230972,100.0,230972,100.0,230972,48.0,230972
892,1.0,240723,1.0,240723,1.0,240723,8.0,240723
893,44.0,9063,100.0,9063,4.0,9063,2.0,9063
894,16.0,11140,100.0,11140,28.0,11140,100.0,11140
895,1.0,27834,7.0,27834,1.0,27834,3.0,27834
896,0.0,40909,5.0,40909,0.0,40909,6.0,40909
897,13.0,43061,100.0,43061,25.0,43061,100.0,43061
898,2.0,214410,100.0,214410,6.0,214410,100.0,214410
899,3.0,65153,28.0,65153,7.0,65153,16.0,65153
900,0.0,210453,0.0,210453,0.0,210453,4.0,210453
901,40.0,37635,100.0,37635,94.0,37635,61.0,37635
902,6.0,48857,100.0,48857,8.0,48857,100.0,48857
903,80.0,125461,16.0,125461,5.0,125461,9.0,125461
904,9.0,108431,4.0,108431,4.0,108431,1.0,108431
905,100.0,12486,100.0,12486,13.0,12486,16.0,12486
906,0.0,39386,2.0,39386,0.0,39386,3.0,39386
907,26.0,10511,40.0,10511,31.0,10511,85.0,10511
908,17.0,275441,52.0,275441,10.0,275441,17.0,275441
909,14.0,36589,64.0,36589,6.0,36589,3.0,36589
910,0.0,120771,2.0,120771,0.0,120771,3.0,120771
911,100.0,48800,7.0,48800,3.0,48800,7.0,48800
912,100.0,190141,1.0,190141,2.0,190141,1.0,190141
913,9.0,148686,16.0,148686,7.0,148686,4.0,148686
914,48.0,41764,81.0,41764,79.0,41764,70.0,41764
915,0.0,194381,2.0,194381,1.0,194381,99.0,194381
916,100.0,54136,100.0,54136,37.0,54136,62.0,54136
917,17.0,56275,59.0,56275,23.0,56275,100.0,56275
918,48.0,84296,11.0,84296,13.0,84296,11.0,84296
919,33.0,10696,100.0,10696,21.0,10696,23.0,10696
920,8.0,12903,23.0,12903,9.0,12903,20.0,12903
921,100.0,12846,13.0,12846,37.0,12846,6.0,12846
